<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MGNT;D;20210524;000000;5317.0000000;5345.0000000;5265.5000000;5282.0000000;296527
MGNT;D;20210525;000000;5279.5000000;5348.0000000;5255.5000000;5331.0000000;283530
MGNT;D;20210526;000000;5330.5000000;5410.0000000;5317.0000000;5346.5000000;357235
MGNT;D;20210527;000000;5330.0000000;5385.0000000;5300.0000000;5362.0000000;354701
MGNT;D;20210528;000000;5378.0000000;5433.0000000;5361.5000000;5409.5000000;335283
MGNT;D;20210531;000000;5420.0000000;5474.5000000;5420.0000000;5460.5000000;243315
MGNT;D;20210601;000000;5480.0000000;5524.5000000;5442.0000000;5469.5000000;402900
MGNT;D;20210602;000000;5476.0000000;5500.0000000;5432.0000000;5471.5000000;257450
MGNT;D;20210603;000000;5466.5000000;5502.0000000;5439.0000000;5459.0000000;299888
MGNT;D;20210604;000000;5476.5000000;5476.5000000;5382.5000000;5445.0000000;321749
MGNT;D;20210607;000000;5445.0000000;5471.0000000;5390.5000000;5417.0000000;240113
MGNT;D;20210608;000000;5430.5000000;5452.5000000;5338.5000000;5396.0000000;325771
MGNT;D;20210609;000000;5400.0000000;5403.0000000;5345.0000000;5384.5000000;194043
MGNT;D;20210610;000000;5385.0000000;5398.5000000;5315.0000000;5379.5000000;295036
MGNT;D;20210611;000000;5384.5000000;5459.5000000;5345.0000000;5405.0000000;430067
MGNT;D;20210614;000000;5394.0000000;5460.0000000;5392.5000000;5449.0000000;235351
MGNT;D;20210615;000000;5455.0000000;5499.0000000;5422.5000000;5457.5000000;354744
MGNT;D;20210616;000000;5460.0000000;5505.0000000;5451.0000000;5486.0000000;494842
MGNT;D;20210617;000000;5466.5000000;5568.5000000;5462.0000000;5559.0000000;506767
MGNT;D;20210618;000000;5555.5000000;5685.0000000;5460.0000000;5605.0000000;685824
MGNT;D;20210621;000000;5595.0000000;5670.0000000;5586.0000000;5650.0000000;510133
MGNT;D;20210622;000000;5675.0000000;5686.5000000;5585.5000000;5606.0000000;517615
MGNT;D;20210623;000000;5607.0000000;5628.0000000;5550.0000000;5569.0000000;732605
MGNT;D;20210624;000000;5323.0000000;5363.0000000;5275.0000000;5319.5000000;602009
MGNT;D;20210625;000000;5323.0000000;5335.5000000;5290.0000000;5324.5000000;181667
MGNT;D;20210628;000000;5314.5000000;5339.0000000;5296.0000000;5302.5000000;267538
MGNT;D;20210629;000000;5284.5000000;5371.5000000;5270.0000000;5324.0000000;233777
MGNT;D;20210630;000000;5353.0000000;5355.0000000;5280.0000000;5301.0000000;247627
MGNT;D;20210701;000000;5290.0000000;5324.0000000;5271.0000000;5282.5000000;174350
MGNT;D;20210702;000000;5288.5000000;5303.0000000;5225.5000000;5250.0000000;300406
MGNT;D;20210705;000000;5261.0000000;5283.0000000;5221.0000000;5232.0000000;196005
MGNT;D;20210706;000000;5230.0000000;5311.0000000;5202.0000000;5241.0000000;371745
MGNT;D;20210707;000000;5264.5000000;5328.0000000;5239.5000000;5310.0000000;303941
MGNT;D;20210708;000000;5310.0000000;5357.5000000;5245.0000000;5344.0000000;307485
MGNT;D;20210709;000000;5352.0000000;5368.0000000;5302.0000000;5322.5000000;237858
MGNT;D;20210712;000000;5329.5000000;5370.0000000;5320.0000000;5365.0000000;136407
MGNT;D;20210713;000000;5369.0000000;5417.5000000;5344.5000000;5416.5000000;323005
MGNT;D;20210714;000000;5423.0000000;5425.0000000;5382.5000000;5385.0000000;189647
MGNT;D;20210715;000000;5385.0000000;5437.5000000;5287.5000000;5308.0000000;326007
MGNT;D;20210716;000000;5308.0000000;5335.0000000;5205.0000000;5235.0000000;295663
MGNT;D;20210719;000000;5214.0000000;5237.0000000;5055.5000000;5099.0000000;402003
MGNT;D;20210720;000000;5109.5000000;5133.0000000;5067.5000000;5096.5000000;174190
MGNT;D;20210721;000000;5110.0000000;5149.0000000;5080.0000000;5142.0000000;151683
MGNT;D;20210722;000000;5152.0000000;5159.5000000;5071.0000000;5128.0000000;218313
MGNT;D;20210723;000000;5136.5000000;5168.0000000;5104.0000000;5130.0000000;183417
MGNT;D;20210726;000000;5119.0000000;5215.0000000;5097.0000000;5215.0000000;279104
MGNT;D;20210727;000000;5225.0000000;5247.5000000;5155.5000000;5198.5000000;255886
MGNT;D;20210728;000000;5209.5000000;5278.5000000;5200.0000000;5265.0000000;235611
MGNT;D;20210729;000000;5307.5000000;5375.0000000;5261.0000000;5347.0000000;292396
MGNT;D;20210730;000000;5340.0000000;5399.5000000;5326.5000000;5337.0000000;346837
MGNT;D;20210802;000000;5361.0000000;5376.0000000;5306.0000000;5321.0000000;216911
MGNT;D;20210803;000000;5344.0000000;5395.0000000;5324.0000000;5383.0000000;234165
MGNT;D;20210804;000000;5398.0000000;5456.0000000;5386.5000000;5415.0000000;297281
MGNT;D;20210805;000000;5415.0000000;5515.0000000;5404.5000000;5489.5000000;506706
MGNT;D;20210806;000000;5496.0000000;5510.0000000;5455.0000000;5458.5000000;185302
MGNT;D;20210809;000000;5452.0000000;5494.5000000;5416.0000000;5457.0000000;278355
MGNT;D;20210810;000000;5468.0000000;5484.5000000;5432.5000000;5458.0000000;304453
MGNT;D;20210811;000000;5468.5000000;5507.0000000;5440.0000000;5465.0000000;240920
MGNT;D;20210812;000000;5474.5000000;5545.0000000;5453.5000000;5537.5000000;444306
MGNT;D;20210813;000000;5546.0000000;5611.0000000;5433.0000000;5504.5000000;837796
MGNT;D;20210816;000000;5463.5000000;5487.0000000;5380.0000000;5466.0000000;346230
MGNT;D;20210817;000000;5471.5000000;5568.0000000;5471.5000000;5523.5000000;303759
MGNT;D;20210818;000000;5530.0000000;5620.0000000;5518.0000000;5555.0000000;269970
MGNT;D;20210819;000000;5540.0000000;5598.0000000;5514.0000000;5573.0000000;275808
MGNT;D;20210820;000000;5570.5000000;5584.5000000;5530.0000000;5532.0000000;100666
MGNT;D;20210823;000000;5561.5000000;5584.0000000;5527.5000000;5545.0000000;160716
MGNT;D;20210824;000000;5558.5000000;5638.0000000;5553.0000000;5634.0000000;374893
MGNT;D;20210825;000000;5634.0000000;5650.0000000;5574.5000000;5583.0000000;270661
MGNT;D;20210826;000000;5580.5000000;5633.5000000;5551.0000000;5619.0000000;217540
MGNT;D;20210827;000000;5620.5000000;5636.0000000;5584.0000000;5601.0000000;224469
MGNT;D;20210830;000000;5601.0000000;5623.5000000;5544.0000000;5591.0000000;230782
MGNT;D;20210831;000000;5599.5000000;5634.0000000;5530.0000000;5539.5000000;262975
MGNT;D;20210901;000000;5539.5000000;5584.5000000;5501.0000000;5547.5000000;205833
MGNT;D;20210902;000000;5548.0000000;5581.5000000;5481.0000000;5565.5000000;189545
MGNT;D;20210903;000000;5569.0000000;5592.0000000;5452.0000000;5517.5000000;240189
MGNT;D;20210906;000000;5498.0000000;5514.5000000;5429.0000000;5440.0000000;195071
MGNT;D;20210907;000000;5452.5000000;5461.5000000;5320.0000000;5337.0000000;412383
MGNT;D;20210908;000000;5330.0000000;5474.0000000;5324.0000000;5452.5000000;331764
MGNT;D;20210909;000000;5452.5000000;5453.5000000;5301.0000000;5323.0000000;265004
MGNT;D;20210910;000000;5340.0000000;5353.5000000;5252.0000000;5318.5000000;326991
MGNT;D;20210913;000000;5300.0000000;5454.5000000;5291.0000000;5434.5000000;360378
MGNT;D;20210914;000000;5445.0000000;5467.0000000;5370.0000000;5378.0000000;249237
MGNT;D;20210915;000000;5385.0000000;5512.5000000;5378.0000000;5501.5000000;403860
MGNT;D;20210916;000000;5505.0000000;5732.0000000;5505.0000000;5714.5000000;1188324
MGNT;D;20210917;000000;5696.0000000;5750.0000000;5649.0000000;5727.5000000;521584
MGNT;D;20210920;000000;5719.0000000;5720.5000000;5593.0000000;5630.5000000;368610
MGNT;D;20210921;000000;5646.0000000;5700.0000000;5615.5000000;5623.5000000;194654
MGNT;D;20210922;000000;5626.5000000;5667.5000000;5626.5000000;5655.5000000;87420
MGNT;D;20210923;000000;5652.0000000;5994.5000000;5652.0000000;5941.0000000;976309
MGNT;D;20210924;000000;5941.0000000;6015.0000000;5890.0000000;5944.5000000;583140
